"source"	"target"	"relation"	"relation long"	"tabletID"	"museum Nr"	"excavation Nr"	"publication"	"archive"	"text type"	"subtype"	"place of writing"	"date"	"reign"	"reign order"
"P16417"	P26823	"Master of"	"Master of Bēl-rūṣûa"	"T06878"	"BM 30808"		"Nbn 9"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with antichretic pledge"	"Babylon"	"15.10.00 Nabonidus"	Nabonidus	10
"P26823"	P16417	"Slave of"	"Slave of Neriglissar"	"T06878"	"BM 30808"		"Nbn 9"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with antichretic pledge"	"Babylon"	"15.10.00 Nabonidus"	Nabonidus	10
"P23300"	P27841	"Agent of"	"Agent of Bēl-šarru-uṣur (Belshazzar)"	"T06879"	"BM 31012"		"Nbn 184"	"Egibi Nūr-Sîn"	"Legal document"	"lease contract"	"Babylon"	"21.1.05 Nabonidus"	Nabonidus	10
"P00021"	P01702	"Neighbour of"	"Neighbour of Bēl-iddin"	"T06879"	"BM 31012"		"Nbn 184"	"Egibi Nūr-Sîn"	"Legal document"	"lease contract"	"Babylon"	"21.1.05 Nabonidus"	Nabonidus	10
"P01702"	P00021	"Neighbour of"	"Neighbour of Nabû-ahhē-iddin"	"T06879"	"BM 31012"		"Nbn 184"	"Egibi Nūr-Sîn"	"Legal document"	"lease contract"	"Babylon"	"21.1.05 Nabonidus"	Nabonidus	10
"P27841"	P23300	"Represented by"	"Represented by Nabû-mukīn-ahi"	"T06879"	"BM 31012"		"Nbn 184"	"Egibi Nūr-Sîn"	"Legal document"	"lease contract"	"Babylon"	"21.1.05 Nabonidus"	Nabonidus	10
"P20279"	P27102	"Husband of"	"Husband of Bābu-ēṭirat"	"T06880"	"BM 30410"		"Nbn 50"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"26.13.01 Nabonidus"	Nabonidus	10
"P27841"	P23342	"Master of"	"Master of Bēl-rūṣûa"	"T06880"	"BM 30410"		"Nbn 50"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"26.13.01 Nabonidus"	Nabonidus	10
"P00021"	P23342	"Neighbour of"	"Neighbour of Bēl-rūṣûa"	"T06880"	"BM 30410"		"Nbn 50"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"26.13.01 Nabonidus"	Nabonidus	10
"P27841"	P23342	"Neighbour of"	"Neighbour of Bēl-rūṣûa"	"T06880"	"BM 30410"		"Nbn 50"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"26.13.01 Nabonidus"	Nabonidus	10
"P20279"	P27841	"Neighbour of"	"Neighbour of Bēl-šarru-uṣur (Belshazzar)"	"T06880"	"BM 30410"		"Nbn 50"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"26.13.01 Nabonidus"	Nabonidus	10
"P23342"	P27841	"Neighbour of"	"Neighbour of Bēl-šarru-uṣur (Belshazzar)"	"T06880"	"BM 30410"		"Nbn 50"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"26.13.01 Nabonidus"	Nabonidus	10
"P00021"	P20279	"Neighbour of"	"Neighbour of Marduk-erība"	"T06880"	"BM 30410"		"Nbn 50"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"26.13.01 Nabonidus"	Nabonidus	10
"P27841"	P20279	"Neighbour of"	"Neighbour of Marduk-erība"	"T06880"	"BM 30410"		"Nbn 50"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"26.13.01 Nabonidus"	Nabonidus	10
"P20279"	P00021	"Neighbour of"	"Neighbour of Nabû-ahhē-iddin"	"T06880"	"BM 30410"		"Nbn 50"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"26.13.01 Nabonidus"	Nabonidus	10
"P23342"	P00021	"Neighbour of"	"Neighbour of Nabû-ahhē-iddin"	"T06880"	"BM 30410"		"Nbn 50"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"26.13.01 Nabonidus"	Nabonidus	10
"P23342"	P27841	"Slave of"	"Slave of Bēl-šarru-uṣur (Belshazzar)"	"T06880"	"BM 30410"		"Nbn 50"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"26.13.01 Nabonidus"	Nabonidus	10
"P27102"	P20279	"Wife of"	"Wife of Marduk-erība"	"T06880"	"BM 30410"		"Nbn 50"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"26.13.01 Nabonidus"	Nabonidus	10
"P02101"	P23346	"Master of"	"Master of Gūzu-ina-Bēl-aṣbat"	"T06882"	"BM 30976"		"Cyr 325"	"Egibi Nūr-Sîn"	"Legal document"	"apprenticeship"	"Babylon"	"06.13.08 Cyrus"	Cyrus	11
"P16420"	P23366	"Master of"	"Master of Hašdāya"	"T06882"	"BM 30976"		"Cyr 325"	"Egibi Nūr-Sîn"	"Legal document"	"apprenticeship"	"Babylon"	"06.13.08 Cyrus"	Cyrus	11
"P23366"	P16420	"Slave of"	"Slave of Cambyses"	"T06882"	"BM 30976"		"Cyr 325"	"Egibi Nūr-Sîn"	"Legal document"	"apprenticeship"	"Babylon"	"06.13.08 Cyrus"	Cyrus	11
"P23346"	P02101	"Slave of"	"Slave of Itti-Marduk-balāṭu"	"T06882"	"BM 30976"		"Cyr 325"	"Egibi Nūr-Sîn"	"Legal document"	"apprenticeship"	"Babylon"	"06.13.08 Cyrus"	Cyrus	11
"P20396"	P23362	"Master of"	"Master of Esagilāya"	"T06886"	"BM 30886"		"Nbn 584"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with pledge and interest"	"Babylon"	"13.1.12 Nabonidus"	Nabonidus	10
"P21091"	P23362	"Master of"	"Master of Esagilāya"	"T06886"	"BM 30886"		"Nbn 584"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with pledge and interest"	"Babylon"	"13.1.12 Nabonidus"	Nabonidus	10
"P23362"	P20396	"Slave of"	"Slave of Nabû-zēru-līšir"	"T06886"	"BM 30886"		"Nbn 584"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with pledge and interest"	"Babylon"	"13.1.12 Nabonidus"	Nabonidus	10
"P23362"	P21091	"Slave of"	"Slave of Zunnāya"	"T06886"	"BM 30886"		"Nbn 584"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with pledge and interest"	"Babylon"	"13.1.12 Nabonidus"	Nabonidus	10
"P20210"	P20096	"Master of"	"Master of Kubbuttu"	"T06887"	"BM 30521"		"Nbn 585"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with pledge and interest"	"Babylon"	"18.1.12 Nabonidus"	Nabonidus	10
"P20096"	P20210	"Slave of"	"Slave of Bēl-iddin"	"T06887"	"BM 30521"		"Nbn 585"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with pledge and interest"	"Babylon"	"18.1.12 Nabonidus"	Nabonidus	10
"P20375"	P24030	"Master of"	"Master of Silim-Bēl"	"T06889"	"BM 33942"		"Nbn 593"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"08.2.12 Nabonidus"	Nabonidus	10
"P24030"	P20375	"Slave of"	"Slave of Nabû-šumu-iškun"	"T06889"	"BM 33942"		"Nbn 593"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"08.2.12 Nabonidus"	Nabonidus	10
"P25057"	P20126	"Neighbour of"	"Neighbour of Šinbanāya"	"T06891"	"BM 30601"		"Nbn 597"	"Egibi Nūr-Sîn"	"Legal document"	"lease contract (ana idī)"	"Babylon"	"22.2.12 Nabonidus"	Nabonidus	10
"P20126"	P25057	"Neighbour of"	"Neighbour of Šumu-iddin"	"T06891"	"BM 30601"		"Nbn 597"	"Egibi Nūr-Sîn"	"Legal document"	"lease contract (ana idī)"	"Babylon"	"22.2.12 Nabonidus"	Nabonidus	10
"P20103"	P20101	"Sister of"	"Sister of Amat-Nanāya"	"T06891"	"BM 30601"		"Nbn 597"	"Egibi Nūr-Sîn"	"Legal document"	"lease contract (ana idī)"	"Babylon"	"22.2.12 Nabonidus"	Nabonidus	10
"P20101"	P20103	"Sister of"	"Sister of Bābu-ēṭirat"	"T06891"	"BM 30601"		"Nbn 597"	"Egibi Nūr-Sîn"	"Legal document"	"lease contract (ana idī)"	"Babylon"	"22.2.12 Nabonidus"	Nabonidus	10
"P20627"	P20626	"Husband of"	"Husband of Ilat"	"T06893"	"VAT 2701"		"VS 5, 28"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"20.9.8 Nabonidus"	Nabonidus	10
"P20626"	P20627	"Wife of"	"Wife of Iqīša-Marduk"	"T06893"	"VAT 2701"		"VS 5, 28"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"20.9.8 Nabonidus"	Nabonidus	10
"P20210"	P20096	"Master of"	"Master of Kubbuttu"	"T06894"	"BM unknown"		"Nbn 602"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with interest"	"Babylon"	"28.3.12 Nabonidus"	Nabonidus	10
"P20096"	P20210	"Slave of"	"Slave of Bēl-iddin"	"T06894"	"BM unknown"		"Nbn 602"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with interest"	"Babylon"	"28.3.12 Nabonidus"	Nabonidus	10
"P20223"	P28110	"Master of"	"Master of [...]"	"T06897"	"BM 30456"		"Nbn 609"	"Egibi Nūr-Sîn"	"Legal document"	"broken/uncertain"	"Babylon"	"21.4.12 Nabonidus"	Nabonidus	10
"P28110"	P20223	"Slave of"	"Slave of Bēl-rēmanni"	"T06897"	"BM 30456"		"Nbn 609"	"Egibi Nūr-Sîn"	"Legal document"	"broken/uncertain"	"Babylon"	"21.4.12 Nabonidus"	Nabonidus	10
"P02101"	P23426	"Master of"	"Master of Nabû-lū-salim"	"T06898"	"BM 30843"		"Nbn 610"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note"	"Bīt-šar-Bābili"	"22.4.12 Nabonidus"	Nabonidus	10
"P23426"	P02101	"Slave of"	"Slave of Itti-Marduk-balāṭu"	"T06898"	"BM 30843"		"Nbn 610"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note"	"Bīt-šar-Bābili"	"22.4.12 Nabonidus"	Nabonidus	10
"P02101"	P20147	"Master of"	"Master of Ana-ālišu"	"T06904"	"BM 30869"		"Nbn 635"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"17.9.12 Nabonidus"	Nabonidus	10
"P19810"	P20147	"Master of"	"Master of Ana-ālišu"	"T06904"	"BM 30869"		"Nbn 635"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"17.9.12 Nabonidus"	Nabonidus	10
"P20108"	P20147	"Master of"	"Master of Ana-ālišu"	"T06904"	"BM 30869"		"Nbn 635"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"17.9.12 Nabonidus"	Nabonidus	10
"P20147"	P02101	"Slave of"	"Slave of Itti-Marduk-balāṭu"	"T06904"	"BM 30869"		"Nbn 635"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"17.9.12 Nabonidus"	Nabonidus	10
"P20147"	P19810	"Slave of"	"Slave of Nabû-zēru-ukīn"	"T06904"	"BM 30869"		"Nbn 635"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"17.9.12 Nabonidus"	Nabonidus	10
"P20147"	P20108	"Slave of"	"Slave of Ṭābatu"	"T06904"	"BM 30869"		"Nbn 635"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"17.9.12 Nabonidus"	Nabonidus	10
"P15444"	P23418	"Master of"	"Master of Nabû-dīnī-īpuš"	"T06906"	"BM 30303"		"Nbn 653"	"Egibi Nūr-Sîn"	"Legal document"	"partnership, creation"	"Babylon"	"02.11.12 Nabonidus"	Nabonidus	10
"P23418"	P15444	"Slave of"	"Slave of Šāpik-zēri"	"T06906"	"BM 30303"		"Nbn 653"	"Egibi Nūr-Sîn"	"Legal document"	"partnership, creation"	"Babylon"	"02.11.12 Nabonidus"	Nabonidus	10
"P15399"	P20097	"Child of"	"Child of Kaššāya"	"T06907"	"BM 30257"		"Nbn 655"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note"	"Babylon"	"08.11.12 Nabonidus"	Nabonidus	10
"P15399"	P20105	"Master of"	"Master of Šiddatu"	"T06907"	"BM 30257"		"Nbn 655"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note"	"Babylon"	"08.11.12 Nabonidus"	Nabonidus	10
"P20097"	P15399	"Mother of"	"Mother of Marduk-šumu-ibni"	"T06907"	"BM 30257"		"Nbn 655"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note"	"Babylon"	"08.11.12 Nabonidus"	Nabonidus	10
"P20105"	P15399	"Slave of"	"Slave of Marduk-šumu-ibni"	"T06907"	"BM 30257"		"Nbn 655"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note"	"Babylon"	"08.11.12 Nabonidus"	Nabonidus	10
"P15329"	P27040	"Master of"	"Master of Amtia"	"T06908"	"BM 32861"		"Nbn 665"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Hursag-kalamma"	"13.12.12 Nabonidus"	Nabonidus	10
"P20475"	P27040	"Master of"	"Master of Amtia"	"T06908"	"BM 32861"		"Nbn 665"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Hursag-kalamma"	"13.12.12 Nabonidus"	Nabonidus	10
"P27040"	P15329	"Slave of"	"Slave of Bēl-rēmanni"	"T06908"	"BM 32861"		"Nbn 665"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Hursag-kalamma"	"13.12.12 Nabonidus"	Nabonidus	10
"P27040"	P20475	"Slave of"	"Slave of Sūqāya"	"T06908"	"BM 32861"		"Nbn 665"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Hursag-kalamma"	"13.12.12 Nabonidus"	Nabonidus	10
"P20336"	P28836	"Master of"	"Master of Nabû-lū-salim"	"T06909"	"BM 30757"		"Nbn 666"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"19.10.12 Nabonidus"	Nabonidus	10
"P24459"	P28836	"Master of"	"Master of Nabû-lū-salim"	"T06909"	"BM 30757"		"Nbn 666"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"19.10.12 Nabonidus"	Nabonidus	10
"P29382"	P28836	"Master of"	"Master of Nabû-lū-salim"	"T06909"	"BM 30757"		"Nbn 666"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"19.10.12 Nabonidus"	Nabonidus	10
"P24033"	P29382	"Master of"	"Master of Nabû-rēmu-šukun"	"T06909"	"BM 30757"		"Nbn 666"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"19.10.12 Nabonidus"	Nabonidus	10
"P28836"	P29382	"Slave of"	"Slave of Nabû-rēmu-šukun"	"T06909"	"BM 30757"		"Nbn 666"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"19.10.12 Nabonidus"	Nabonidus	10
"P28836"	P20336	"Slave of"	"Slave of Nabû-ēṭir"	"T06909"	"BM 30757"		"Nbn 666"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"19.10.12 Nabonidus"	Nabonidus	10
"P29382"	P24033	"Slave of"	"Slave of Silim-Bēl"	"T06909"	"BM 30757"		"Nbn 666"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"19.10.12 Nabonidus"	Nabonidus	10
"P28836"	P24459	"Slave of"	"Slave of Šamaš-ibni"	"T06909"	"BM 30757"		"Nbn 666"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"19.10.12 Nabonidus"	Nabonidus	10
"P15378"	P15576	"Brother of"	"Brother of Habašinnatu"	"T06910"	"BM 31163"		"Nbn 671"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"09.13.12 Nabonidus"	Nabonidus	10
"P15518"	P15576	"Husband of"	"Husband of Habašinnatu"	"T06910"	"BM 31163"		"Nbn 671"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"09.13.12 Nabonidus"	Nabonidus	10
"P00021"	P20084	"Master of"	"Master of Šemartāya"	"T06910"	"BM 31163"		"Nbn 671"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"09.13.12 Nabonidus"	Nabonidus	10
"P15576"	P20084	"Master of"	"Master of Šemartāya"	"T06910"	"BM 31163"		"Nbn 671"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"09.13.12 Nabonidus"	Nabonidus	10
"P15576"	P15378	"Sister of"	"Sister of Mušallim-Marduk"	"T06910"	"BM 31163"		"Nbn 671"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"09.13.12 Nabonidus"	Nabonidus	10
"P20084"	P15576	"Slave of"	"Slave of Habašinnatu"	"T06910"	"BM 31163"		"Nbn 671"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"09.13.12 Nabonidus"	Nabonidus	10
"P20084"	P00021	"Slave of"	"Slave of Nabû-ahhē-iddin"	"T06910"	"BM 31163"		"Nbn 671"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"09.13.12 Nabonidus"	Nabonidus	10
"P15576"	P15518	"Wife of"	"Wife of Sūqāya"	"T06910"	"BM 31163"		"Nbn 671"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"09.13.12 Nabonidus"	Nabonidus	10
"P02101"	P15720	"Master of"	"Master of Nabû-utirri"	"T06911"	"BM 31148"		"Nbn 674"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note"	"Babylon"	"10.13.12 Nabonidus"	Nabonidus	10
"P15720"	P02101	"Slave of"	"Slave of Itti-Marduk-balāṭu"	"T06911"	"BM 31148"		"Nbn 674"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note"	"Babylon"	"10.13.12 Nabonidus"	Nabonidus	10
"P02101"	P21920	"Master of"	"Master of Amtia"	"T06912"	"BM 31253"		"Nbn 679"	"Egibi Nūr-Sîn"	"Legal document"	"bond"	"Babylon"	"20.13.12 Nabonidus"	Nabonidus	10
"P21920"	P02101	"Slave of"	"Slave of Itti-Marduk-balāṭu"	"T06912"	"BM 31253"		"Nbn 679"	"Egibi Nūr-Sîn"	"Legal document"	"bond"	"Babylon"	"20.13.12 Nabonidus"	Nabonidus	10
"P23232"	P20078	"Child of"	"Child of Erištu"	"T06914"	"BM 30899"		"Nbn 680"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"20.13.12 Nabonidus"	Nabonidus	10
"P20848"	P21058	"Husband of"	"Husband of Bābunu"	"T06914"	"BM 30899"		"Nbn 680"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"20.13.12 Nabonidus"	Nabonidus	10
"P00021"	P20113	"Master of"	"Master of Kalbatu"	"T06914"	"BM 30899"		"Nbn 680"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"20.13.12 Nabonidus"	Nabonidus	10
"P20848"	P20113	"Master of"	"Master of Kalbatu"	"T06914"	"BM 30899"		"Nbn 680"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"20.13.12 Nabonidus"	Nabonidus	10
"P21058"	P20113	"Master of"	"Master of Kalbatu"	"T06914"	"BM 30899"		"Nbn 680"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"20.13.12 Nabonidus"	Nabonidus	10
"P20078"	P23232	"Mother of"	"Mother of Nergal-ina-tēšî-ēṭir"	"T06914"	"BM 30899"		"Nbn 680"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"20.13.12 Nabonidus"	Nabonidus	10
"P20113"	P20848	"Slave of"	"Slave of Arad-Nabû"	"T06914"	"BM 30899"		"Nbn 680"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"20.13.12 Nabonidus"	Nabonidus	10
"P20113"	P21058	"Slave of"	"Slave of Bābunu"	"T06914"	"BM 30899"		"Nbn 680"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"20.13.12 Nabonidus"	Nabonidus	10
"P20113"	P00021	"Slave of"	"Slave of Nabû-ahhē-iddin"	"T06914"	"BM 30899"		"Nbn 680"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"20.13.12 Nabonidus"	Nabonidus	10
"P21058"	P20848	"Wife of"	"Wife of Arad-Nabû"	"T06914"	"BM 30899"		"Nbn 680"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"20.13.12 Nabonidus"	Nabonidus	10
"P02101"	P15720	"Master of"	"Master of Nabû-utirri"	"T06916"	"BM 30837"		"Nbn 681"	"Egibi Nūr-Sîn"	"Legal document"	"extra witness (ana šībūti, ana mukinnūti)"	"Babylon"	"19.13.12 Nabonidus"	Nabonidus	10
"P15720"	P02101	"Slave of"	"Slave of Itti-Marduk-balāṭu"	"T06916"	"BM 30837"		"Nbn 681"	"Egibi Nūr-Sîn"	"Legal document"	"extra witness (ana šībūti, ana mukinnūti)"	"Babylon"	"19.13.12 Nabonidus"	Nabonidus	10
"P02101"	P21920	"Master of"	"Master of Amtia"	"T06917"	"BM 30868"		"Nbn 682"	"Egibi Nūr-Sîn"	"Legal document"	"bond"	"Babylon"	"25.13.12 Nabonidus"	Nabonidus	10
"P21920"	P02101	"Slave of"	"Slave of Itti-Marduk-balāṭu"	"T06917"	"BM 30868"		"Nbn 682"	"Egibi Nūr-Sîn"	"Legal document"	"bond"	"Babylon"	"25.13.12 Nabonidus"	Nabonidus	10
"P20638"	P20637	"Child of"	"Child of Bēlilitu"	"T06918"	"BM 29378"		"Jursa, Paszkowiak and Waerzeggers 2003/2004 no. 2"	"Ibnāya A"	"Legal document"	"court protocol"	"Bīt-šar-Bābili"	"03.9.07 Nabonidus"	Nabonidus	10
"P20637"	P20631	"Grandmother of"	"Grandmother of Nabû-balāssu-iqbi"	"T06918"	"BM 29378"		"Jursa, Paszkowiak and Waerzeggers 2003/2004 no. 2"	"Ibnāya A"	"Legal document"	"court protocol"	"Bīt-šar-Bābili"	"03.9.07 Nabonidus"	Nabonidus	10
"P20631"	P20637	"Grandson of"	"Grandson of Bēlilitu"	"T06918"	"BM 29378"		"Jursa, Paszkowiak and Waerzeggers 2003/2004 no. 2"	"Ibnāya A"	"Legal document"	"court protocol"	"Bīt-šar-Bābili"	"03.9.07 Nabonidus"	Nabonidus	10
"P20637"	P20638	"Mother of"	"Mother of Nabû-mušētiq-uddi"	"T06918"	"BM 29378"		"Jursa, Paszkowiak and Waerzeggers 2003/2004 no. 2"	"Ibnāya A"	"Legal document"	"court protocol"	"Bīt-šar-Bābili"	"03.9.07 Nabonidus"	Nabonidus	10
"P16420"	P16416	"Child of"	"Child of Cyrus"	"T06919"	"BM 29455"		"No publication"	"Ibnāya A"	"Legal document"	"purchase"	"Borsippa"	"01.5.01 Cyrus"	Cyrus	11
"P16416"	P16420	"Father of"	"Father of Cambyses"	"T06919"	"BM 29455"		"No publication"	"Ibnāya A"	"Legal document"	"purchase"	"Borsippa"	"01.5.01 Cyrus"	Cyrus	11
"P20790"	P20821	"Child of"	"Child of Nanāya-bēltia"	"T06920"	"AO 20305"		"TEBR no. 76; pl. 75"	"Ibnāya A"	"Legal document"	"promissory note"	"Borsippa"	"13.0.01 Cambyses"	Cambyses	12
"P20748"	P20833	"Child of"	"Child of [...]lāya"	"T06920"	"AO 20305"		"TEBR no. 76; pl. 75"	"Ibnāya A"	"Legal document"	"promissory note"	"Borsippa"	"13.0.01 Cambyses"	Cambyses	12
"P20821"	P20833	"Child of"	"Child of [...]lāya"	"T06920"	"AO 20305"		"TEBR no. 76; pl. 75"	"Ibnāya A"	"Legal document"	"promissory note"	"Borsippa"	"13.0.01 Cambyses"	Cambyses	12
"P20640"	P20832	"Master of"	"Master of [...]"	"T06920"	"AO 20305"		"TEBR no. 76; pl. 75"	"Ibnāya A"	"Legal document"	"promissory note"	"Borsippa"	"13.0.01 Cambyses"	Cambyses	12
"P20748"	P20832	"Master of"	"Master of [...]"	"T06920"	"AO 20305"		"TEBR no. 76; pl. 75"	"Ibnāya A"	"Legal document"	"promissory note"	"Borsippa"	"13.0.01 Cambyses"	Cambyses	12
"P20821"	P20832	"Master of"	"Master of [...]"	"T06920"	"AO 20305"		"TEBR no. 76; pl. 75"	"Ibnāya A"	"Legal document"	"promissory note"	"Borsippa"	"13.0.01 Cambyses"	Cambyses	12
"P20640"	P20841	"Master of"	"Master of [...]-iballuṭ"	"T06920"	"AO 20305"		"TEBR no. 76; pl. 75"	"Ibnāya A"	"Legal document"	"promissory note"	"Borsippa"	"13.0.01 Cambyses"	Cambyses	12
"P20748"	P20841	"Master of"	"Master of [...]-iballuṭ"	"T06920"	"AO 20305"		"TEBR no. 76; pl. 75"	"Ibnāya A"	"Legal document"	"promissory note"	"Borsippa"	"13.0.01 Cambyses"	Cambyses	12
"P20821"	P20841	"Master of"	"Master of [...]-iballuṭ"	"T06920"	"AO 20305"		"TEBR no. 76; pl. 75"	"Ibnāya A"	"Legal document"	"promissory note"	"Borsippa"	"13.0.01 Cambyses"	Cambyses	12
"P20640"	P20825	"Master of"	"Master of Ša-Nabû-šū"	"T06920"	"AO 20305"		"TEBR no. 76; pl. 75"	"Ibnāya A"	"Legal document"	"promissory note"	"Borsippa"	"13.0.01 Cambyses"	Cambyses	12
"P20748"	P20825	"Master of"	"Master of Ša-Nabû-šū"	"T06920"	"AO 20305"		"TEBR no. 76; pl. 75"	"Ibnāya A"	"Legal document"	"promissory note"	"Borsippa"	"13.0.01 Cambyses"	Cambyses	12
"P20821"	P20825	"Master of"	"Master of Ša-Nabû-šū"	"T06920"	"AO 20305"		"TEBR no. 76; pl. 75"	"Ibnāya A"	"Legal document"	"promissory note"	"Borsippa"	"13.0.01 Cambyses"	Cambyses	12
"P20821"	P20790	"Mother of"	"Mother of Lâbâši"	"T06920"	"AO 20305"		"TEBR no. 76; pl. 75"	"Ibnāya A"	"Legal document"	"promissory note"	"Borsippa"	"13.0.01 Cambyses"	Cambyses	12
"P20825"	P20748	"Slave of"	"Slave of Gula-šumu-līšir"	"T06920"	"AO 20305"		"TEBR no. 76; pl. 75"	"Ibnāya A"	"Legal document"	"promissory note"	"Borsippa"	"13.0.01 Cambyses"	Cambyses	12
"P20832"	P20748	"Slave of"	"Slave of Gula-šumu-līšir"	"T06920"	"AO 20305"		"TEBR no. 76; pl. 75"	"Ibnāya A"	"Legal document"	"promissory note"	"Borsippa"	"13.0.01 Cambyses"	Cambyses	12
"P20841"	P20748	"Slave of"	"Slave of Gula-šumu-līšir"	"T06920"	"AO 20305"		"TEBR no. 76; pl. 75"	"Ibnāya A"	"Legal document"	"promissory note"	"Borsippa"	"13.0.01 Cambyses"	Cambyses	12
"P20825"	P20640	"Slave of"	"Slave of Nabû-mušētiq-uddi"	"T06920"	"AO 20305"		"TEBR no. 76; pl. 75"	"Ibnāya A"	"Legal document"	"promissory note"	"Borsippa"	"13.0.01 Cambyses"	Cambyses	12
"P20832"	P20640	"Slave of"	"Slave of Nabû-mušētiq-uddi"	"T06920"	"AO 20305"		"TEBR no. 76; pl. 75"	"Ibnāya A"	"Legal document"	"promissory note"	"Borsippa"	"13.0.01 Cambyses"	Cambyses	12
