Tablet ID	Orig Tablet ID	Museum nr	Excavation_NR	Publication	Archive	Text type	Subtype	Main Objects	Place of writing	Babylonian date (D.M.Y King)	Julian date	Comments	CDLI	BM	Nabucco	Achemenet	Oracc	Author	Attestation ids	Orig. Attestation ids	
T06739	6739	BM 31985		Wunsch 2000b, no. 234	Egibi Nūr-Sîn	Legal document	promissory note	"broken/unclear; imittu (assessed rent); šibbu (mng. unknown); suluppū (dates)"	Ālu-ša-Nabû-uballiṭ	1.6.9 Darius I	513	A very small fragment of this tablet has survived.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-1712	https://nabucco.arts.kuleuven.be/item/30772	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328890		Maarja Seire (22/05/2020)	"""A57117; A57118; A57119; A57120; A57121"""	"57117; 57118; 57119; 57120; 57121"	
T06740	6740	BM 34546		Wunsch 2000b, no. 235	Egibi Nūr-Sîn	Legal document	promissory note	"biltu ša huṣābi (load of palm-frond ribs); darīku (container); eqlu (field); gipû (date basket); imittu (assessed rent); mangāgu (date palm fibres); nikkassu (account); nudunnû (dowry); rašûtu (credit); suluppū (dates); tuhallu (palm-leaf basket); zittu (share)"	Ālu-ša-Mušētiq	4.8. Darius I	-		https://cdli.ucla.edu/P285917	https://www.britishmuseum.org/collection/object/W_Sp-II-18	https://nabucco.arts.kuleuven.be/item/29341	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328893		Maarja Seire (22/05/2020)	"""A57122; A57123; A57124; A57125; A57126; A57127; A57128; A57129"""	"57122; 57123; 57124; 57125; 57126; 57127; 57128; 57129"	
T06741	6741	MNB 1811B		Wunsch 2000b, no. 236	Egibi Nūr-Sîn	Legal document	promissory note	"hubullu (interest); kaspu (silver); kunāšu (emmer); nukaribbūtu (gardening); parku/pašku (a physical feature in a date palm orchard); suluppū (dates); u’iltu (promissory note)"	Babylon	21.2.9 Cyrus	530	In addition, the creditor has received 2 š of silver, which was (some of) the interest on the 10 š owed.	-	-	https://nabucco.arts.kuleuven.be/item/32344	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328896	-	Maarja Seire (22/05/2020)	"""A57131; A57132; A57133; A57134; A57135; A57136; A57137"""	"57131; 57132; 57133; 57134; 57135; 57136; 57137"	
T06742	6742	MNB 1826		Wunsch 2000b, no. 237	Egibi Nūr-Sîn	Legal document	promissory note	"biltu ša huṣābi (load of palm-frond ribs); darīku (container); dullu (work); gipû (date basket); gišimmaru (date palm); harru (canal); mangāgu (date palm fibres); nāru (canal, river); šissinnu (gardener’s remuneration); suluppū (dates); tuhallu (palm-leaf basket)"	Broken/Unclear	10.0.16 Darius I	506/505		https://cdli.ucla.edu/P387257	-	https://nabucco.arts.kuleuven.be/item/30661	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328899	-	Maarja Seire (22/05/2020)	"""A57138; A57139; A57140; A57141; A57142; A57143; A57144; A57145; A57146; A57147"""	"57138; 57139; 57140; 57141; 57142; 57143; 57144; 57145; 57146; 57147"	
T06743	6743	BM 34447+		Wunsch 2000b, no. 238	Egibi Nūr-Sîn	Legal document	purchase	"broken/unclear; iṣu (tree); kaspu (silver)"	Babylon	NN	-	A very fragmentary document.	-	https://www.britishmuseum.org/collection/object/W_SP-571	https://nabucco.arts.kuleuven.be/item/28540	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328902		Maarja Seire (22/05/2020)	"""A57148; A57149; A57150; A57151; A57152; A57153; A57154; A57155; A57156; A57157; A57158; A57159"""	"57148; 57149; 57150; 57151; 57152; 57153; 57154; 57155; 57156; 57157; 57158; 57159"	
T06744	6744	NY 51		Wunsch 2000b, no. 239	Egibi Nūr-Sîn	Legal document	lease contract (ana sūti)	"ārittu (drain channels); biltu ša huṣābi (load of palm-frond ribs); broken/unclear; darīku (container); gipû (date basket); mangāgu (date palm fibres); mērešu (grain-cultivated land); suluppū (dates); tuhallu (palm-leaf basket); zittu (share)"	Broken/Unclear	8.0.14 Darius I	508/507	The lease is for 6 years.    NY 51 has unknown whereabouts and no copy of the tablet is available. Wunsch uses the reconstructions based on Strassmaier, J.N. 1886: Alphabetisches Verzeichnis ..., Leipzig and Borger, R. 1975: Handbuch der Keilschriftliteratur (3 Bd.), Berlin (no. 2750 and 6875). See also Krecher 1970, p. 310.    The spellings for witnesses and king are not checked against a copy and Wunsch does not include those in transcription.	-	-	https://nabucco.arts.kuleuven.be/item/29833	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328905	-	Maarja Seire (22/05/2020)	"""A57160; A57161; A57162; A57163; A57164; A57165; A57166; A57167; A57168; A57169; A57170; A57171; A57172; A57173; A57174; A57175; A57176"""	"57160; 57161; 57162; 57163; 57164; 57165; 57166; 57167; 57168; 57169; 57170; 57171; 57172; 57173; 57174; 57175; 57176"	
T06745	6745	BM 34531		Wunsch 2000b, no. 240	Egibi Nūr-Sîn	Legal document	promissory note	"imittu (assessed rent); rīhtu/rīhitu (remainder, rest); šissinnu (gardener’s remuneration); suluppū (dates); zēru (arable land)"	Babylon	5.11.8 Nabonidus	547		https://cdli.ucla.edu/P285906	https://www.britishmuseum.org/collection/object/W_Sp-II-3	https://nabucco.arts.kuleuven.be/item/29467	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328908	-	Maarja Seire (22/05/2020)	"""A57177; A57178; A57179; A57180; A57181; A57182; A57183; A57184"""	"57177; 57178; 57179; 57180; 57181; 57182; 57183; 57184"	
T06746	6746	BM 23898		unpublished	Rē’i-alpi (Borsippa)	Legal document	deposit	"dannu (vat); kupputtu (one-seah vessel)"	Borsippa	07.10.20 Darius I	502			https://www.britishmuseum.org/collection/object/W_1898-0215-280	-	-	-	Caroline Waerzeggers (25/05/2020)	"""A57185; A57186; A57187; A57188; A57189; A57190"""	"57185; 57186; 57187; 57188; 57189; 57190"	
T06747	6747	BM 25507		unpublished	Rē’i-alpi (Borsippa)	Legal document	receipt	"bītu (house); giṭṭu (receipt); idū (rent); kaspu ginnu (stamped silver)"	Borsippa	13.1.20 Darius I	502			https://www.britishmuseum.org/collection/object/W_1898-0216-561	-	-	-	Caroline Waerzeggers (25/05/2020)	"""A57191; A57192; A57193; A57194; A57195; A57196; A57197; A57198"""	"57191; 57192; 57193; 57194; 57195; 57196; 57197; 57198"	
T06748	6748	BM 31795		Nbn 764	Egibi Nūr-Sîn	Legal document	broken/uncertain	"alpu (cattle); eleppu (boat); sahirtum (mng. unknown)"	Bīt-šar-Bābili	21.2.14 Nabonidus	542?		-	https://www.britishmuseum.org/collection/object/W_1876-1117-1522	-	-	-	Caroline Waerzeggers (25/05/2020)	"""A57199; A57200; A57201; A57202; A57373; A57374; A57375; A57376; A57377"""	"57199; 57200; 57201; 57202; 57373; 57374; 57375; 57376; 57377"	
T06749	6749	FLP 1623		No publication	Ṣāhit-ginê B	Legal document	lease contract (ana idī)	"asurrû (foundation wall); batqu (damages, repair); bītu (house); broken/unclear; kaspu peṣû bitqu nuhhutu (white scrap silver with 1/8 alloy); ūru (roof)"	Sippar	29.0.21 Darius I			https://cdli.ucla.edu/dl/photo/P460131.jpg					Melanie Groß (26/05/2020)	"""A57204; A57205; A57206; A57207"""	"57204; 57205; 57206; 57207"	
T06750	6750	NBC 6235		No publication	Ṣāhit-ginê B	Legal document	promissory note	"bītu (house); uṭṭatu (barley)"	Sippar	NN								Melanie Groß (26/05/2020)	"""A57208; A57209; A57210; A57211; A57212; A57213; A57214; A57215; A57216; A57217"""	"57208; 57209; 57210; 57211; 57212; 57213; 57214; 57215; 57216; 57217"	
T06751	6751	LB 1708		No publication	Ṣāhit-ginê B	Legal document	promissory note	"kaspu peṣû bitqu nuhhutu (white scrap silver with 1/8 alloy); kaspu peṣû nuhhutu (white scrap silver)"	Sippar	9.13.24 Darius I								Melanie Groß (26/05/2020)	"""A57219; A57220; A57221; A57222; A57223; A57224; A57225; A57226; A57227; A57228; A57229; A57230; A57231; A57232; A57233"""	"57219; 57220; 57221; 57222; 57223; 57224; 57225; 57226; 57227; 57228; 57229; 57230; 57231; 57232; 57233"	
T06752	6752	FLP 1414		Stigers 1976, no. 49	Ṣāhit-ginê B	Legal document	receipt	"kaspu peṣû nuhhutu lā ginnu (white scrap unstamped silver); u’iltu (promissory note); u’iltu ša rašûti (debt note)"	Sippar	11.13.24 Darius I			https://cdli.ucla.edu/dl/photo/P459923.jpg					Melanie Groß (27/05/2020)	"""A57235; A57236; A57237; A57238; A57239; A57240; A57241; A57242; A57243; A57244; A57245; A57246; A57247; A57248"""	"57235; 57236; 57237; 57238; 57239; 57240; 57241; 57242; 57243; 57244; 57245; 57246; 57247; 57248"	
T06753	6753	NBC 6244		No publication	Ṣāhit-ginê B	Legal document	promissory note	"kaspu bitqu nuhhutu (scrap silver with 1/8 alloy); mašku (skin, leather); qaqqadu (capital); riksu (agreement)"	Broken/Unclear	3.0.24 Darius I								Melanie Groß (27/05/2020)	"""A57249; A57250; A57251; A57252; A57253"""	"57249; 57250; 57251; 57252; 57253"	
T06754	6754	NBC 6237		No publication	Ṣāhit-ginê B	Legal document	partnership, creation	"kaspu peṣû bitqu nuhhutu lā ginnu (white scrap unstamped silver with 1/8 alloy); Šamaš; Sîn"	Sippar	24.2.25 Darius I								Melanie Groß (27/05/2020)	"""A57254; A57255; A57256; A57257; A57258; A57259; A57260; A57261; A57262"""	"57254; 57255; 57256; 57257; 57258; 57259; 57260; 57261; 57262"	
T06755	6755	LB 1709		No publication	Ṣāhit-ginê B	Legal document	promissory note, with interest	"hubullu (interest); immeru (sheep); kaspu peṣû bitqu nuhhutu lā ginnu (white scrap unstamped silver with 1/8 alloy)"	Sippar	9.12.25 Darius I								Melanie Groß (27/05/2020)	"""A57267; A57268; A57269; A57270; A57271; A57272; A57273; A57274"""	"57267; 57268; 57269; 57270; 57271; 57272; 57273; 57274"	
T06756	6756	NBC 6213		No publication	Ṣāhit-ginê B	Legal document	receipt	paspasu (duck)	Broken/Unclear	27.12.28 Darius I								Melanie Groß (27/05/2020)	"""A57275; A57276; A57277; A57278; A57279; A57280; A57281"""	"57275; 57276; 57277; 57278; 57279; 57280; 57281"	
T06757	6757	NBC 6159		Zadok and Zadok 2005a, pp. 653	Ṣāhit-ginê B	Legal document	promissory note	"adannu (deadline, term); harrānu (business venture); kāru (quay); kaspu qalû (refined silver); u’iltu (promissory note)"	Ṣihu	4.5.29 Darius I								Melanie Groß (27/05/2020)	"""A57286; A57287; A57288; A57289; A57290; A57291; A57292; A57293; A57294; A57295; A57296; A57297; A57298; A57299"""	"57286; 57287; 57288; 57289; 57290; 57291; 57292; 57293; 57294; 57295; 57296; 57297; 57298; 57299"	
T06758	6758	NBC 6238		Zadok and Zadok 2005a, pp. 653–655	Ṣāhit-ginê B	Legal document	NN	NN	Ṣihu	4.5.29 Darius I								Melanie Groß (27/05/2020)	NN	NN	
T06759	6759	NBC 6156		Stolper 1998, pp. 139-143	Ṣāhit-ginê B	Legal document	purchase	"kaspu peṣû bitqu nuhhutu lā ginnu (white scrap unstamped silver with 1/8 alloy); paqāru (claim); qallatu (female slave); rittu (hand); šīmu (price)"	Sippar	2.12.1 Xerxes I								Melanie Groß (27/05/2020)	"""A57300; A57301; A57302; A57303; A57304; A57305; A57306; A57307; A57308; A57309; A57310; A57311"""	"57300; 57301; 57302; 57303; 57304; 57305; 57306; 57307; 57308; 57309; 57310; 57311"	
T06760	6760	NBC 6155		No publication	Ṣāhit-ginê B	Legal document	partnership, creation	"harrānu (business venture); hubullu (interest); kaspu peṣû bitqu nuhhutu lā ginnu (white scrap unstamped silver with 1/8 alloy); panātu (choice income); u’iltu (promissory note)"	Babylon	.12. Darius I								Melanie Groß (27/05/2020)	"""A57312; A57313; A57314; A57315; A57316; A57317; A57318; A57319; A57320; A57321"""	"57312; 57313; 57314; 57315; 57316; 57317; 57318; 57319; 57320; 57321"	
T06761	6761	NBC 6160		No publication	Ṣāhit-ginê B	Legal document	broken/uncertain	kaspu peṣû (white silver)	Tanūdē	21.12.0 Xerxes I								Melanie Groß (27/05/2020)	"""A57322; A57323; A57324; A57325; A57326; A57327; A57328; A57329"""	"57322; 57323; 57324; 57325; 57326; 57327; 57328; 57329"	
T06762	6762	NBC 6166		Jursa 2005b, pp. 399-400	Ṣāhit-ginê B	Legal document	purchase	"imēru (donkey); kaspu peṣû bitqu nuhhutu lā ginnu (white scrap unstamped silver with 1/8 alloy); šīmu (price)"	Sippar	30.13. Darius I								Melanie Groß (27/05/2020)	"""A57330; A57331; A57332; A57333; A57334; A57335; A57336; A57337; A57338; A57339"""	"57330; 57331; 57332; 57333; 57334; 57335; 57336; 57337; 57338; 57339"	
T06763	6763	NBC 6210		No publication	Ṣāhit-ginê B	Legal document	partnership, creation	kaspu peṣû bitqu nuhhutu lā ginnu (white scrap unstamped silver with 1/8 alloy)	Broken/Unclear	.0. Darius I								Melanie Groß (27/05/2020)	"""A57340; A57341; A57342; A57343; A57344"""	"57340; 57341; 57342; 57343; 57344"	
T06764	6764	LB 1714		No publication	Ṣāhit-ginê B	Legal document	receipt	idū (rent)	Broken/Unclear	NN								Melanie Groß (27/05/2020)	"""A57345; A57346; A57347"""	"57345; 57346; 57347"	
T06765	6765	FLP 1446		No publication 	Ṣāhit-ginê B	Legal document	annulment	"rašûtu (credit); u’iltu (promissory note)"	Broken/Unclear	.0. Darius I			https://cdli.ucla.edu/dl/photo/P459954.jpg					Melanie Groß (28/05/2020)	"""A57348; A57349; A57351; A57352; A57353; A57354; A57355; A57356; A57357; A57358"""	"57348; 57349; 57351; 57352; 57353; 57354; 57355; 57356; 57357; 57358"	
T06766	6766	BM 30464		Nbn 769	Egibi Nūr-Sîn	Legal document	promissory note	kaspu (silver)	Bīt-šar-Bābili	24.3.14 Nabonidus	542	Short-term, interest-free loan between two slaves of the same master.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-191	https://nabucco.arts.kuleuven.be/item/32311	-	-	Caroline Waerzeggers (02/06/2020)	"""A57378; A57379; A57380; A57381; A57382; A57384; A57385"""	"57378; 57379; 57380; 57381; 57382; 57384; 57385"	
T06767	6767	BM 30956		Nbn 802	Egibi Nūr-Sîn	Legal document	promissory note, with interest	"kaspu (silver); šamaššammū (sesame); suluppū (dates); u’iltu (promissory note); uṭṭatu (barley)"	Bīt-šar-Bābili	05.9.14 Nabonidus	542		-	https://www.britishmuseum.org/collection/object/W_1876-1117-683	-	-	-	Caroline Waerzeggers (02/06/2020)	"""A57386; A57387; A57388; A57389; A57390; A57391; A57392"""	"57386; 57387; 57388; 57389; 57390; 57391; 57392"	
T06768	6768	MMA 79.7.33		CTMMA 3, no. 56	Egibi Nūr-Sîn	Legal document	promissory note, with pledge and interest	"bītu (house); hubullu (interest); idū (rent); kaspu (silver); maškanu (pledge)"	Babylon	14.1.13 Nabonidus	592		https://cdli.ucla.edu/P412334	-	https://nabucco.arts.kuleuven.be/item/30052	-	-	Caroline Waerzeggers (08/06/2020)	"""A57394; A57395; A57396; A57397; A57398; A57399; A57400; A57401; A57402"""	"57394; 57395; 57396; 57397; 57398; 57399; 57400; 57401; 57402"	
T06769	6769	MMA 79.7.8		CTMMA 3, no. 57	Egibi Nūr-Sîn	Legal document	promissory note	kaspu (silver)	Babylon	06.6.13 Nabonidus	543	"The silver needs to be paid back in month VIII; if not, 20% interest will be charged."	https://cdli.ucla.edu/P412335	-	https://nabucco.arts.kuleuven.be/item/30442	-	-	Caroline Waerzeggers (09/06/2020)	"""A57403; A57404; A57405; A57406; A57407; A57408; A57409"""	"57403; 57404; 57405; 57406; 57407; 57408; 57409"	
T06770	6770	BM 30271		Nbn 701	Egibi Nūr-Sîn	Legal document	receipt	suluppū (dates)	Babylon	25.2.13 Nabonidus	543		-	https://www.britishmuseum.org/collection/object/W_1876-1016-21	https://nabucco.arts.kuleuven.be/item/32119	-	-	Caroline Waerzeggers (09/06/2020)	"""A57410; A57411; A57412; A57413; A57414; A57415; A57416; A57417"""	"57410; 57411; 57412; 57413; 57414; 57415; 57416; 57417"	
T06771	6771	BM 31307		Nbn 716	Egibi Nūr-Sîn	Legal document	receipt	abattu (limestone)	Babylon	16.6.13 Nabonidus	543		-	https://www.britishmuseum.org/collection/object/W_1876-1117-1034	https://nabucco.arts.kuleuven.be/item/31165	-	-	Caroline Waerzeggers (09/06/2020)	"""A57418; A57419; A57420; A57421; A57422; A57423"""	"57418; 57419; 57420; 57421; 57422; 57423"	
T06772	6772	BM 31502		Nbn 724	Egibi Nūr-Sîn	Legal document	receipt	"makkasu (choice dates); suluppū (dates)"	Babylon	10.9.13 Nabonidus	543		-	https://www.britishmuseum.org/collection/object/W_1876-1117-1229	-	-	-	Caroline Waerzeggers (10/06/2020)	"""A57424; A57425; A57426; A57427; A57428; A57429"""	"57424; 57425; 57426; 57427; 57428; 57429"	
T06773	6773	BM 30294		Nbn 738	Egibi Nūr-Sîn	Legal document	dispute-related	"dīnu (lawsuit); kaspu (silver); našê pūti (warranty); rašûtu (credit); u’iltu (promissory note)"	Bāb-Nār-Šamaš	15.12.13 Nabonidus	542	A slave who incurred a debt of silver is confiscated on behalf of the creditor until the parties involved will litigate.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-14	-	-	-	Caroline Waerzeggers (10/06/2020)	"""A57430; A57431; A57432; A57433; A57434; A57435; A57436; A57437; A57438"""	"57430; 57431; 57432; 57433; 57434; 57435; 57436; 57437; 57438"	
T06774	6774	BM 31319		Nbn 742	Egibi Nūr-Sîn	Legal document	receipt	"kaspu (silver); u’iltu (promissory note)"	Babylon	13.13.13 Nabonidus	542	A son pays the silver debt due from his father and his father's associate.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-1046	https://nabucco.arts.kuleuven.be/item/31306	-	-	Caroline Waerzeggers (10/06/2020)	"""A57439; A57440; A57441; A57442; A57443; A57444; A57445; A57446"""	"57439; 57440; 57441; 57442; 57443; 57444; 57445; 57446"	
T06775	6775	BM 30608		Nbn 761	Egibi Nūr-Sîn	Legal document	marriage-related	"dannu (vat); eršu (bed); gangannu (pot stand); kallu siparru (bronze vessel); kāsu siparru (bronze cup); kisukku/kišukku (grate); kussû (chair); mukarrisu siparru (bronze oil-bowl); muqattirtu siparru (bronze censer); mušahhinu (cooking vessel); namsû (washbowl); paššūru (table); šupāl šēpī (footstool)"	Babylon	01.2.14 Nabonidus	542	"This text is related to the dowry of Qībi-dumqī-ilat of the Egibi family; the text belongs to Nbn 760."	-	https://www.britishmuseum.org/collection/object/W_1876-1117-335	-	-		Caroline Waerzeggers (11/06/2020)	"""A57447; A57448; A57449; A57450; A57451"""	"57447; 57448; 57449; 57450; 57451"	
T06776	6776	BM 31498		Nbn 765	Egibi Nūr-Sîn	Legal document	purchase	"kaspu (silver); qallatu (female slave); šīmu (price)"	Bīt-šar-Bābili	04.3.14 Nabonidus	542		-	https://www.britishmuseum.org/collection/object/W_1876-1117-1225	https://nabucco.arts.kuleuven.be/item/29101	-	-	Caroline Waerzeggers (11/06/2020)	"""A57452; A57453; A57454; A57455; A57456; A57457; A57458; A57459; A57460; A57461"""	"57452; 57453; 57454; 57455; 57456; 57457; 57458; 57459; 57460; 57461"	
T06777	6777	BM 30374		Nbn 772	Egibi Nūr-Sîn	Legal document	promissory note, with pledge	"amēlūtu (slaves); kaspu (silver); maškanu (pledge); rīhtu/rīhitu (remainder, rest)"	Bīt-šar-Bābili	22.4.14 Nabonidus	542		-	https://www.britishmuseum.org/collection/object/W_1876-1117-96	https://nabucco.arts.kuleuven.be/item/32176	-		Caroline Waerzeggers (11/06/2020)	"""A57462; A57463; A57464; A57465; A57466; A57467; A57468; A57469; A57470; A57471"""	"57462; 57463; 57464; 57465; 57466; 57467; 57468; 57469; 57470; 57471"	
